COc1ccc(cc1)C(O)=O OC(=O)c1ccc(c(c1)C(O)=O)[N+]([O-])=O
C[S](=O)(=O)OCCCCO[S](C)(=O)=O COCC(C)OCC(C)OCC(C)O
CC(C)C(C)C(C)C(O)C#CC(C)C(C)O CCN(CC)N=O
CC(=O)N(CCN(C(C)=O)C(C)=O)C(C)=O CC(N)C(O)=O
CO[P](=O)(OC)OC(Br)C(Cl)(Cl)Br NC(=O)NN=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
CCCCCCCCNC(=O)C(C)O CCC(C)CO
C\C(NO)=C(/C)N=O CC(=O)NC(CCC(=O)O)C(=O)O
CC(C)CCCC(C)(C)O CC(=O)CC(C)=O
CCCCS[S](=O)CCCC CCCCOC(=O)C(C)OC(C)=O
CCCI CCCCCCOCCOCCO
CCNC(=O)NC(=O)C(=N/OC)/C#N CCC(C)O
O=C(O)CCCCCCC CCCOCCC(=O)OC
NCCCCCCNCCCCCCCCCCC(O)=O CCSC(CCC(SCC)C(=O)O)C(=O)O
CC/C(C)=C/CCC(C)(O)C#C ClCC(=O)N(CC=C)CC=C
CC(C)CCCCCO OC(=O)C=C(Br)Br
OC(=O)CCCCCCCCC(O)=O CCOCCOC(=O)C(C)=C
CC[S](=O)CS[P](=S)(OC(C)C)OC(C)C CCCCC(=O)OC
ClC(Cl)(Cl)Cl CC(C)OCCOC(C)=O
CC(C)=CCC\C(C)=C/CO CN[S]#CNCO
CC(C)=C CC(C(O)=O)C(O)=O
ClC\C=C/CCl CCOCCOCCOCC
ICI CS
CCOC(=O)C(C)CC NC(=O)CF
CCCCOC=C CC(=C)CO
[O-][N+](=O)C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O NC(CO)C(=O)NC(CO)C(O)=O
CCCCCC(=O)OCC CC(C)CC(NC(=O)CNC(=O)CN)C(=O)O
CC(C)=CCC\C(C)=C\CO CCO[S](C)(=O)=O
CC(Cl)C(C)Cl OC(=O)CCSSCCC(O)=O
C[C@@H](Cl)[C@@H](C)Cl CCF
CC(CC(O)=O)CC(C)(C)C CCCl
CCOC(OCC)\C=C(C)\CCC=C(C)C CCCC(O)C(CC)CO
CC(C)(C)Br CCC(C)CCO
CCCCCCCC=O COCC(C)OC(C)=O
CCCCC#C COC(C)C
CCCCOC(=O)CCC CCC#CC(C)O
CCC(C)C(C)(COC(N)=O)COC(N)=O CC([S](C)(=O)=O)[S](C)(=O)=O
CC(C)OC(C)(C)C CCC(NC=O)C(O)=O
CCN(CC)CCSCCN(CC)CC FCCl
ClCCSCCCl CN(C(/N)=N/[N+]([O-])=O)[N+]([O-])=O
ClCC(Br)CBr OC(=O)CCCCCC(O)=O
OC(=S)CCCCCCCC(O)=S CC(C)COC(=O)[C@@H](C)O
C=CCCN=C=S CCC(O)CC
ClCCOC=C O=C(OC)C(=C)C
NCCCCCCCCCCC(O)=O CCOCOCC
CC(=C)C(C)=C O[C@@H]([C@@H](O)[C@@H](O)C(O)=O)[C@@H](O)C(O)=O
CCCCC(CC)COC(=O)N[S](N)(=O)=O CCCCCCN
CCCCOCCC(=O)OCCCC NCCO
CCCC(Cl)Cl OCC(CO)(CBr)CBr
CCCCC/C=C/CC(CC(O)=O)C(O)=O CCCCOCNC(=O)C=C
CC/C(C)=C/CCC(C)(O)C=C CN(N=O)C(C)=O
CC(C)=CCC\C(C)=C\C=O OC(=O)CCCCCCC(O)=O
CC(=O)OC[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)C=O CCCC(C)C(O)=O
CCCC(CC)(CC)CO CC(=C)C(=O)NCNC(=O)C(C)=C
CCSSCC C[C@H](CC(O)=O)C(O)=O
FC(F)(F)C(F)(F)F CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O
ClCC(Cl)C(Cl)=C CNC(=O)C(C)SCCS[P](=O)(OC)OC
CC(C)CBr OC(=O)CC(SC(CC(O)=O)C(O)=O)C(O)=O
CC(CCl)O[P](=O)(OC(C)CCl)OC(C)CCl COC(=O)\C=C/C(=O)OC
CC(CCCO[N+](=O)O)O[N+](=O)O CN(C)C(CSC(N)=O)CSC(N)=O
CCO[P](=S)(OCC)SC[S](=O)C(C)(C)C CCCCCCCC(=O)OCC(O)CO
CC(F)(Cl)Cl COC(C)(C)CCO
CC(CCC=C(C)C)C=O CC(C)COC(C)=O
CCCCCCOC(C)=O NC(=O)NCC(=O)NCC(O)=O
CCC(CC)O[N+]([O-])=O OCCCCOC(=O)C=C
CC(C)CC(=O)CC(C)C CC(C)COC(C)(C)C
CCCCCCCCCCN NC(=O)CC#N
CCCC=C(CC)C=O OCC(O)C(O)CO
CCCCCOC(=O)CCC CSCC[C@@H](NC(C)=O)C([O-])=O
CCCN(CCC)CCC CCO[P](=O)(OCC)O[P](=O)(OCC)OCC
CC(C)(C)CCCCC(O)=O FC(F)C(F)(F)F
OC(=O)C(S)CCC(S)C(O)=O NC(CCC(N)=O)C(O)=O
CCCCCCCCC(O)CO CNC(=O)O\N=C(SC)\C(=O)N(C)C
CCCC(C)O[N+]([O-])=O OC(CCl)CCl
CC(C)CCO[N+]([O-])=O OC(=O)CC(C)(C(=O)O)C(C)(C)C(=O)O
CC(=C)C(=O)OC(C)(C)C OC(CO[N+]([O-])=O)CO[N+]([O-])=O
CC(C)CCCCCCO C[C@H](NC(N)=O)C([O-])=O
CCCCCCOC(=O)C(C)OC(=O)C(C)O OCC(O)C(O)C(O)CO
CCCC(C)C(=O)OCC CCN(CC)C(=O)C(=CCOP(=O)(OC)OC)Cl
CCCCC(O)CCCC C\C(Br)=C\C(O)=O
NC(CSCCCSCC(N)C(=O)O)C(=O)O CC(C)N(C)C
CCCCCCCC\C=C/CCCCCCCCOCCO C\C(NO)=C/N=O
CCCC(CO[N+](=O)O)O[N+](=O)O CC(O)CNCC(C)O
CCCS[P](=O)(OCC)SCCC CCN(CC)S(=O)(=O)N(CC)CC
CCC(C)(C)Cl OC(=O)CN(CC(O)=O)CC(O)=O
CCC(C)C(O)C(C)CC OCC=C
CC(C)COC(=O)[C@H](C)Cl NC(=O)C[C@H](NC(N)=O)C(O)=O
CCOC(=O)N(C)C(=O)CS[P](=S)(OCC)OCC OCC#C
CCCCCC(C)CO CCCO[P](=O)(OCC)OCCC
CCOC(=O)CCCCCCC(=O)OCC CCSC(=S)N[C@@H](CC(O)=O)C(O)=O
CCO[P](=S)(OCC)SC[S](=O)(=O)CC OC(=O)CC[C@H](NCCC#N)C(O)=O
CC\C=C/C COCCCCC=O
CCC=CC CCOC(=O)NCC(C)C
CCO[P](=S)(OCC)SCC[S](=O)(=O)CC OC(=O)CC(=O)C(O)=O
CC[S](=O)(=O)CCS[P](=S)(OC)OC COC
CCCCOC(=O)C(C)=C CC(C)C(Br)C(O)=O
CC\C=C\C CCN(CC)C(=O)N(CC)CC
ClC(=C)C=C NC(=O)C[C@H](NC(=O)CCl)C(O)=O
CC\C(NO)=C(\CC)N=O C[Se]C
C=CC(=O)OCCCOCC(COCCCOC(=O)C=C)OCCCOC(=O)C=C CCOCCOCCOC(=O)C=C
ClC(Br)CBr NCCNCCNCCN
CC(CCO)CC(C)(C)C CCC(CC)(CO)CO
NC(CSCC(N)C(=O)O)C(=O)O OCCF
ClC(Br)C(Cl)Br N[C@@H](CCO)C(O)=O
CCCCCO[N+]([O-])=O CC\C=C/CCO
CCCCCC[P](=O)(OCC)OCC OCC(O)C(O)C(O)C(O)CO
ClCC(Cl)(Cl)CCl C[S](=O)(=O)N[S](C)(=O)=O
CCCSCCC CCN(CC)CC
CCCCC(=O)CCCC COC(C)C(N)C(O)=O
CCCCCC(O)CCC CC[S](=O)(=O)N[S](=O)(=O)CC
CCCCC(CC)COC(=O)OOC(=O)OCC(CC)CCCC COC=C
CCCC(=O)OCCOC(=O)CCC CC(O)C(N)C(O)=O
CCCCCC(=O)OCC=C OCNC(=O)C=C
CC(C)(C)C#C OC(=O)CCC(=O)C(O)=O
NC(=O)OCCCCCCC OCC(O)C(O)C(O)C(=O)CO
CC(CCOC(=O)C=C)CCOC(=O)C=C NCCCC(O)=O
ClC(Cl)C(Cl)(Cl)Cl CNC(=O)O\N=C(/C)SC
CCCC(C)Cl CC[C@@H](C)[C@H](N)C(O)=O
CCC(Cl)CC CC(=O)NCCO
CCCCCCCCO CCC(O)C(C)(C)C
CCCCOCCCC C\C(=C\C(O)=O)C(O)=O
CCCCCCCCCNCC(O)CO CCSC(=S)NC(CC(=O)O)C(=O)O
CCCCO[P](=O)(OCCCC)OCCCCOCC CCCCC(=CC)C(N)=O
C=COCCCCOC=C CCCCC(C)(C)O
CCC(C)COC(=O)C=C NC(=O)C(Cl)Cl
CCCCCCC(O)CC CCOCCOCCOC(C)=O
FC(F)(F)Br COC(C)OC
CCCCC(CC)COC(=O)C(C)O OC(=O)C(Br)Br
CCCCC(CC)COC(=O)[C@H](C)O CCCCC=O
CCCC=C CSCCC(NC(C)=O)C(=O)O
CC(CC=O)CC(C)(C)C N[C@@H]([C@@H](O)C(O)=O)C(O)=O
CCC(Br)(CC)C(=O)NC(N)=O CCCCOCCOCCO
CC(CCC(C)O[N+](=O)O)O[N+](=O)O OC(=O)C(S)CS
C=CCCC=C C=CC=O
CCC(COCCOC(=O)C=C)(COCCOC(=O)C=C)COCCOC(=O)C=C COCCC(=O)OC
CC(C)(Cl)C(Cl)C COCCO
CC CC(C)OCC(O)COC(C)C
CCC(C)(O)CCCC(C)C CC(C)[N+]([O-])=O
CCC(C)(N=NC(C)(CC)C#N)C#N CCOC(=O)C(O)C=C
CCCCO[P](=O)(CCCC)OCCCC CC(C)N(CCO)C(C)C
CCC(=O)C(C)CC=C(C)C C=O
CCCN(CCC)C(=O)SCC C/C=C/C#N
OCCCCCCCCCCC([O-])=O CC(C)C=O
C[C@@H](CCO)CCC=C(C)C CCC(CC#N)C#N
CCCCCCCCCCSC(=N)N CC(Cl)C(Cl)(Cl)C(O)O
CC(C)(N=NC(C)(C)C#N)C#N C[S](O)(=O)=O
BrC(Br)C(Br)Br NC(=O)C(Br)Br
CCCCCCCCC(O)=O CCCC(=O)OC
ClC(Cl)C(Cl)C(Cl)Cl CCCCO[P](C)(=O)OCCCC
BrCC(Br)Br CC(=O)OCC(S)CS
COC(=O)C(C#N)C(=O)CC(C)C N#N
CCC(C)=C CC(C)OC(=O)C(F)(F)F
CC(C)C=C CCOC(N)=O
CCCCCCl CCN(C(C)C)C(C)C
CCCCCCCCCCCC(=O)N(C)CC(O)=O OC(CI)CI
CCCCCCC(=O)OCC FC(Cl)Cl
CCCCNC(=O)OCC(C)(CCC)COC(N)=O CNC(=O)ON=CC(C)(C)SC
ClC(Cl)=C(Cl)Cl OCCSCCO
FC(F)(Cl)C(F)(F)Cl CCCCCC(C)=O
CCCCCCCC(C)O CC(C)(O)C=C
CCC#CC(C)C C[N+]([O-])=O
CC(C)C(CC=C)C(=O)NC(N)=O CCOC(=O)\C=C/C(=O)OCC
CCC(C)CCCC(C)(C)O CCCCOC(C)=O
CCCCCCCCN CNC(=O)CCSCCS[P](=O)(OC)OC
FC(=C)C(F)(F)F CC(N)C(O)C(O)=O
OCCN(CCO)C(=O)CCCCCCCCC=C CO[P](=O)(OC)OC(/C)=C/C(=O)N(C)C
OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O CNCC(O)C(O)C(O)C(O)CO
CCCCCCCCCC(=O)N(C)C O=COCCC
CCCCC#CC OC(O)C(Cl)(Cl)Cl
NC(CSCCCCCCSCC(N)C(=O)O)C(=O)O C[C@H]([NH3+])C(C)(C)C
C(CCCO[N+](=O)O)CCO[N+](=O)O O=O
CCC(CC)(C(=O)NC(N)=O)C(=O)OC(C)C CC(Cl)[N+]([O-])=O
CC(C)CCCCCC(=O)NCCCCCC(O)=O CC(C)S[S](=O)C(C)C
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C OC(=O)C(F)F
COC(=O)C(/C)=C/O[P](=S)(OC)OC CCCCC(NC(C)=O)C(O)=O
CCCCOCCO[P](=O)(OCCOCCCC)OCCOCCCC CC(C)C(O)C=C
I\C=C/I CNNC
CCCC\C(=C\C)C(=O)NC(N)=O N[C@@H](CO)C(O)=O
BrCCCCBr CCCCCCNC(=O)C(C)O
CO[Si](CCCCCC[Si](OC)(OC)OC)(OC)OC O=C(OCCC)C
FC(F)=C(F)F C#CC#C
CCCCOCOCCCC CC(O)C(=O)N(C)C
CCCCC(C(=O)OCC)C(=O)OCC CC(C)C[C@H](N)C(=O)N[C@@H](C)C(=O)NCC(O)=O
C=CC(=O)OCCCCCCOC(=O)C=C NCC(=O)NCC(O)=O
CCCCCCC(CCC)(CCC)C(=O)NO CC(O)CO
N#CCN(CCN(CC#N)CC#N)CC#N CCBr
CCCCCS CC(C)CC(N)C(=O)NC(C(=O)O)C(C)C
CCCCCCOC(=O)CCOCC CO[Si](C)(OC)C=C
CC(=O)CC(C)=NCCN=C(C)CC(C)=O CCOC(=O)NC
CN(C)C(=S)SC(=S)N(C)C OC(=O)CC[P](O)(O)=O
CCC CC(=O)C(C)(C)C
CC(CCCCO[N+](=O)O)O[N+](=O)O COC(=O)OC(C)C(=O)OC
OC(=O)\C=C\C=C\C(O)=O CC(C)(O)C(Cl)(Cl)Cl
CCCCOP(=O)(OCCCC)OCCCC C\C=C(/Cl)C(O)=O
NC(CSCCSCC(N)C(=O)O)C(=O)O CCC(OCCCOC)OC(C)=O
OC(=O)\C=C/C=C\C(O)=O CCC(CC)COC(C)=O
C C\C(=C/C(O)=O)C(O)=O
CCC(=O)OCCC(C)C COC(=O)CC(=C)C(=O)OC
CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC OCCCC=C
CC(C)CCBr CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC
II ClCCOCCCl
FC(F)=C(F)C(F)(F)F C/C=N/O
CSC(CCC(SC)C(=O)O)C(=O)O ClCCCl
CO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC NC(N)=O
CCO[P](=S)(OCC)SC[S](=O)(=O)C(C)(C)C OCC(S)CS
C=CCCCN=C=S OC(=O)CCC(O)=O
NC(CSCCCCCSCC(N)C(=O)O)C(=O)O CC(C)CCOCC(O)COCCC(C)C
CCCCCCCC(OC)OC NC(=O)OCC(Cl)(Cl)Cl
CCCCCCCCC(C(O)=O)C(O)=O CC(CN)CCCN
[C-]#[O+] CCCCN[P](N)(N)=S
CCCCCCCC(C)=O CC(C)C(O)C(C)(C)CO
CC(C)(C)OOC(C)(C)C CCCCCCC(O)CO
CCCC(=O)OCCC(C)C CC(C)CCO
CCCC(C)(COC(N)=O)COC(=O)NC(C)C CC(C)CC(Br)C(=O)NC(C)C(=O)NC(C)C(=O)O
CCCCCCCCCC(C)O CCCOC(N)=O
CCCCI ClC(Cl)=O
CCC(CC)(C(O)=O)C(CC)(CC)C(O)=O C/C=C/C=O
CC(=C)C(=O)OCCCCOC(=O)C(C)=C CN(C)N=O
CCCCS(=O)(=O)C(S(=O)(=O)CCCC)S(=O)(=O)CCCC CC(C)(CO)[N+]([O-])=O
CCCC CN(C)C(=N)N(C)C
CC(C)C C[Si](C)(O)O[Si](C)(C)O
C#CCCCCCC#C CNCC(O)=O
CCCCC(CC)C(=O)OC CC(C)(CC(O)=O)C(O)=O
CCOC(=O)CCCCCCCC(=O)OCC NC(N)=NC#N
CCCCOC(=O)CCC(=O)OCCCC CCCC[C@H](N)C(O)=O
CC(C)CO[P](=O)(OCC(C)C)OCC(C)C FC(F)=C
CCCCC N[C@@H](CO[P](O)(O)=O)C(O)=O
CCCCCC#CC(=O)OC CC(CCC(O)=O)C(O)=O
CCCCCC#C CCCC(C)(C)CO
CCCCCCCCCO CC(CCC(O)=O)CC(O)=O
CCCCCCCC[P](O)(O)=O NCC(=O)NCC(=O)NCC(=O)O
CCO[Si](CC(C)C)(OCC)OCC CC(=C)C(O)=O
CCN(CCCl)CCCl O[S](=O)(=O)C(Cl)([S](O)(=O)=O)[S](O)(=O)=O
CCCC(C)=C CCCCOC(=O)CCO
CCO[P](=O)(SC(C)CC)SC(C)CC OCCN(CCO)CCO
FC(Cl)(Cl)CCl CC(C)(C)CO
FC(F)(Cl)C(F)(Cl)Cl CC\C=C/C(O)=O
CC(C)(COCCCOC(=O)C=C)COCCCOC(=O)C=C OC(=O)CCC(=O)OOC(=O)CCC(O)=O
CCCCCCCCCCOC(=O)C(C)O CCCCC(C)O
FC(F)(F)Cl CCC(O)C=C
CC/C=C/CCOC(=O)OC CCCCCC(N)C(O)=O
OC(=S)CCCCCCCCC(O)=S CCC(=O)OC(C)C
CCCCCBr CCC(C)(C)CO
CCSCCS[P](=S)(OC)OC CCC#C
FC(F)(F)C(F)(Cl)Cl CC[NH+](CCO)CCO
CCCCC(CO[N+](=O)O)O[N+](=O)O CC(=O)CSC#N
CC(CCC=C(C)C)CC#N CC(Cl)C(O)=O
CC(C)OC(=O)CCCCC(=O)OC(C)C OC(=O)C(Br)=C(Cl)Br
CCCCCC(=O)NCCNC(=O)CCCCC OC(=O)\C=C/C(=O)OCCOCCOCCOC(=O)\C=C/C(O)=O
CCCCCCCCCCNCC(O)CO CCC(C)(O)C(C)C
OC(=O)CCCCCCCCCCCCC(O)=O CCC(CO)(CO)COCC(CC)(CO)CO
CCC(C)Br CC=C
CCCCN(CCCC)CCCC OCCCCCCCl
NC(CCSSCCC(N)C(=O)O)C(=O)O CC(C)CC(C)O
CCCCCCCl OO
CCCCCCO[N+]([O-])=O FC(F)F
CCCCOC(=O)\C=C/C(=O)OCCCC ClCOCCl
CC(C)(CCC(C)(C)CC(O)=O)CC(O)=O CCCOCCC
CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC([O-])=O COCCO[Si](CCCl)(OCCOC)OCCOC
BrC(Br)(Br)Br OC(=O)CCC=CC(O)=O
CCCCCCCCC=O CCO
CCCCCCCCCCC=O C[C@H](NC(N)=O)C(O)=O
CCCCCCNCCCCCC CI
N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O CCCCC(N)C(O)=O
CCC(C)C CCOC(=O)CC(C)=O
CCCCCCCC(=O)OC CNC(=O)N(C)C(=O)CC#N
CCCCCS[S](=O)CCCCC CCSC(=S)NCC(O)=O
CC\C=C/CCOC(=O)C(C)C CCC(C)(O)C#C
[NH3+]CCCCCCCCCCCC([O-])=O CCOC(C)C
CCOCCOC(=O)CCCCCCCCC(=O)OCCOCC OC(=O)C(O)=O
CCCCNC(=O)OCC#CI CC(N)CN
CC(C)CCCCCCCOCCCNCCCN COCCOCCOCCOC
ICCI CCNC(C)C
IC=CI CC(C)(C)[S](=O)(=O)C(C)(C)C
I\C=C\I CC(=C)CCO
CCCCC=C CN(C)C(=O)CCC(=O)N(C)C
CCC\C=C\C CCCC(O)CO
FC(Cl)(Cl)C(F)(Cl)Cl CCCC(=O)OCC(O)CO
CCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CC CNC(=O)C(C)(C(C)C)C(C)C
C[C@H](CCC=C(C)C)CC=O N#CCCCCC#N
CC(C)CC=C CCO[S](=O)(=O)OCC
CO[Si](CCCN=C=O)(OC)OC OCC(O)COCC(O)CO
COC(=O)CCCCCCCCC(=O)OC OC(=O)C(Br)=C(Br)I
CCCCC(CC)COC(=O)CC#N ClC(Cl)Cl
CC(C)=CCC\C(C)=C\C=C\C(C)=O COC(C)(C)CCOC(C)=O
CCCCCCCCC#N CCC(C)C(C)=O
CCCSC(=O)N(CCC)CCC CC(O)CN(CC(C)O)C(=O)CCCCC(=O)N(CC(C)O)CC(C)O
CCCCCCCCOC(=O)N FCF
CCCCCCCCCC(C(O)=O)C(O)=O CC(O)C(N)=O
CCCCC/C=C/CCC=O OCCCO
CCCCCCCCCCCCCO OCC(CC)CC
CCCCCCCCC(C)=O CCCC(=O)NCCNC(=O)CCC
FC(F)(Cl)C(Cl)(Cl)Cl CNCCO
NC(CSSCC(N)C(=O)O)C(=O)O CC(=O)CC(C)(C)O
FC(F)(I)C(F)(F)C(F)(F)C(F)(F)I NC(=O)C(Br)(Br)Br
CC(C)CCCCCCCO OC[C@H](O)[C@@H](O)[C@H](O)C(=O)C(O)=O
CCO[Si](CCCCl)(OCC)OCC CN(C)CCCO
CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC CCCC(Br)C(=O)NC(N)=O
CC(C)(C)C COCCNC(=O)CS[P](=S)(OC)OC
C=CCCCC=C CO[P+](=O)OC
COC(OC)C(C)(C)CC=C(C)C CCN(CC)C(=O)/C(Cl)=C(/C)O[P](=O)(OC)OC
CC/C=C/CC/C=C/C=C NNC(=O)CCCCC(=O)NN
CCCCC(CC)CC(CC)(CC)C(=O)NO CCOC(=O)N(CC)CC
CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C CC(NC=O)C#N
CCCCCCCCCCNC(=O)C(C)O N#CCCCl
CCCCC(CC)CO[P](O)(=O)OCC(CC)CCCC CCOC(=O)[C@H](C)NC(=O)CCl
CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC CCOC(=O)CNC(=O)OCC
CCCCCCCCCCCCN CC(O)CN(CCCN(C)C)CCCN(C)C
CCCCCCCCC(=O)OC CC(CCN)CC(C)(C)CN
CCCCCCCCOC(=O)C(C)OC(C)=O CC(C)(O)C#C
CCN(CC)C(=S)SCC(Cl)=C ClC=CCl
CCCCCCCC(=O)OCC CO[P](N)(=O)SC
CC(C)CCCC(C)CCO CC(=O)CC(=O)OCCOC(=O)C(C)=C
CCCCCCC(O)CCCCCCCCCCC(=O)OCC(O)CO CCCCC(CC)COCCCN
C(CCCO[N+](=O)O)CCCO[N+](=O)O CCCC(O)C(C)C
ClCCO[P](=O)(OCCCl)OCC(CCl)(CCl)CO[P](=O)(OCCCl)OCCCl CC(C)=CC(C)=O
CN(CCO)[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F CC(=C)C(=O)OCCO
CCN[P](=S)(OC)OC(/C)=C\C(=O)OC(C)C CC(O)SC=C
CCNP(=S)(OC)OC(=CC(=O)OC(C)C)C NC(=O)NCO
CCCCN(CC)C(=O)SCCC CC(CC(C)(C(O)=O)C(O)=O)C(O)=O
FC(F)(F)C(F)(F)Cl OCC(Cl)(Cl)Cl
CCCCC(CC)C(=O)OCC CC(O)C(O)=O
CO[P](=S)(OC)SCCSC(C)C CCOC(=O)C(C)C
CCCCCC(O)C(/C)=C/CC CCOCCOCCOCCO
ClCCCCCCCl CCCC(O)CCC
CC(C)CCC(C)(O)C#CC(C)(O)CCC(C)C CCCOC(=O)CCOC
CCCCCCCCCC(O)=O O=C(OCC)CC(=O)OCC
CO[Si](CCCOC(=O)C(C)=C)(OC)OC OCC(O)C(O)C(O)C(O)C(O)C=O
CC(C)C(=O)C(C)(C)CC=C(C)C C\C=C(/C)C=O
CCCC(CCC)(C(O)=O)C(CCC)(\C=C\C)C(O)=O CC(O)C(C)(C)C
CCOC(=O)CCCCCCCCC(=O)OCC CC(CCCC(C)(C)O)CC=O
CCCCCC(CO)CCC CCC=O
CCCCCC(=O)CCCCC CC(C)(CO)C=O
CC(C)=CC=C(C)C CNC
CC(C)=CCC\C(C)=C/CCC=O NC(=N)[S](O)=O
CCCCOC(=O)CC(O)(CC(=O)OCCCC)C(=O)OCCCC CC(C)CC=O
NC(=O)N=NC(N)=O OC(=O)CC(=C)C(O)=O
CCC(C)(C)C NC(=S)NC#N
CCCCCCCCCCC(O)=O CCN(CC)CN(CC)CC
OC(=O)CCCCCCCCC=C CCCOCC
CC(C)CCOC(=O)CC(C)C CC(C)CCOCC(O)CO
CC(C)C(C)C CCOC(=S)SC(C)C(O)=O
CCCCCCCCCCCCCCCCN OCC(Br)CBr
CC(C)CCCC(C)CC#N CCCC(O)=O
CC/C(C)=C/CC/C(C)=C/C#N NC#N
CCO[P](=S)(OCC)SCCl COC(OC)OC
IC(I)I CCCCCNC(=O)C(C)O
CC(=O)OC(C)(C)CCCC(=C)C=C CCOC(=O)C(=O)C(=O)OCC
CCCCCCC(=O)OCC=C NCCCCC(O)=O
O=[Si]=O CCC(=O)C(C)=O
CC(C)CCCCCCCCOCCCNCCC#N C=CC(=O)NCNC(=O)C=C
NC(CSCCCCSCC(N)C(=O)O)C(=O)O NC(CO)C(O)=O
CCCCCOC(=O)CCCC CC(C)C(C)O
CCCCCCCCCCO CN(C)CCCNC=O
CCCCCCCCCCCCCCCCCCN CCC(Br)(CC)C(N)=O
CCO[P](=S)(OCC)OCCSCC CCO[P](C)(=O)SCCN(C(C)C)C(C)C
ClCCC(Cl)O[P](=O)(OC(Cl)CCCl)OC(Cl)CCCl CC#C
CCCCCCCCCCCCCCCCNC(=O)C(C)O OCCBr
CCCCCCC#CC(=O)OC CC(C)=CCO
C[Si](C)(C)C CC(SC(=S)SC(C)C(=O)O)C(=O)O
CCCCCCC#C OC(=O)C(Br)=C(Br)Br
CCCCC(CC)C(=O)OOC(C)(C)C CCOCCO
FC(F)(F)F CC(C)CN(CC(C)C)C=O
F[S](F)(F)(F)(F)F CC(SSC(C)C(=O)O)C(=O)O
CCC(C)CC NC=O
CCSC(=O)N(CC(C)C)CC(C)C CCC(CC)(CC(O)=O)C(O)=O
CC(C)=CCC\C(C)=C\CCC(C)=O CNC(=O)O\N=C\C(C)(C)[S](C)=O
CCCC(CC)CCCCCCCN CC(O)C(C)=O
OC(=O)CCCCCCCCCCBr CCC#N
CCO[P](=S)(OCC)SCSCC CCC(C)C(C)O
CCCCCCCC\C=C/CCCCCCCCNCCCNCCCN CN(C)CCO
CCCCCCCCCC=O CCC(Br)C(O)=O
CCCCCC=C CC(C)(CO)C(O)C(=O)NCCCO
CCCC(C)C CCC(C)(C)OC
CC(C)=CCC\C(C)=C\COC=O COCCOC(=O)CCCCC(=O)OCCOC
CC(=O)OC\C=C(C)/CCC=C(C)C CC(C)C(O)C(C)C
CCCCCCOC(=O)C(C)=C OC(=O)CF
CC(C)CCOCCC(C)C CCC(Cl)[N+]([O-])=O
OC(=O)CCCCCCCCCCC(O)=O CC(C)CN
CCCCCCCCCCCCCCCCCCC(O)=O C=C\C=C/C#N
OC(=O)CCCCCCCCCCCC(O)=O OC(=O)CCS
CC(CC/C=C(C)/CCC=O)C=C CC(C)Cl
CCCCCCCCC(=O)OCC CCCCCCOCCO
CC(C)CCCC(C)CC=O CC(C)CCCO
CCCCCCBr COCCOC(C)=O
CCCCCCCCCCCCC(O)=O OCCOCC(COCCO)OCCO
CC(C)=CCCC(C)(OC(C)=O)C=C O=C(CC)C
CCCC\C=C\C CCS[S](=O)(=O)CC
CCCCC=CC CCC\C(=C/C(O)=O)C(O)=O
CCOC(=O)CC(C)CC(C)(C)C CC(C)CCC(C)=O
CC(=O)OC/C=C(C)/CCC=C(C)C NC(=O)C(Cl)=C
CCCCCCCC/C=C/CCCCCCCCNCCCNCCCNCCCN COC(=O)CCS
[O-][N+](=O)OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O CCOC(C)(C)C
CCCCOC(=O)CCCCC(=O)OCCCC CC(O)C(F)(F)F
C=CCCCCCCCCC=O CC(C)(CO)[C@@H](O)C(=O)NCCCO
CCCCOC(=O)CCCCCCCCC(=O)OCCCC CC(C)CC(C)(O)C#C
CCCCCCCCCCCC(=O)N(C)C CNCCC(O)=O
CCCCCCCC[S](=O)(=O)N[S](=O)(=O)CCCCCCCC CCNCC
C=C[S](=O)(=O)C[S](=O)(=O)C=C CC(=O)CC(=O)OCCOC(=O)CC(C)=O
CCCCCCCCCCCCCCN(C)C CC(C)O[P](F)(=O)OC(C)C
